AGB_diff,NDVI_diff,LFMC_diff,VPD_diff,Sc_diff,Rd_diff
0.036980487406253815,-0.010325362905859947,0.008939594961702824,-0.014817481860518456,0.019218970090150833,-0.051752422004938126
-0.02045653760433197,-0.0071221524849534035,-0.00913927424699068,-0.017263125628232956,0.01052890531718731,-0.039167337119579315
-0.024945419281721115,0.0055581387132406235,0.023733854293823242,-0.009132600389420986,0.027934173122048378,-0.0578121580183506
0.01325045246630907,-0.016755899414420128,0.03689904883503914,0.010835863649845123,0.013689814135432243,-0.06794080883264542
0.04625428840517998,0.03144234046339989,-0.010409739799797535,0.018719688057899475,-0.0013318993151187897,0.16442745923995972
-0.014615337364375591,-0.0026393423322588205,0.04112787917256355,-0.001198944984935224,0.002785815391689539,-0.010047647170722485
0.0012635119492188096,-0.005125829484313726,0.03200431913137436,0.029032118618488312,-0.004430869128555059,0.1445493996143341
0.013308056630194187,0.007331280503422022,-0.01013930793851614,0.05025382339954376,-0.002203942509368062,0.05780566856265068
0.007614786736667156,0.006978953722864389,0.046612005680799484,0.06069019064307213,-0.006597478874027729,0.06320002675056458
-0.004744397476315498,0.005218600854277611,0.03951862081885338,0.06046031787991524,-0.009631946682929993,0.0805390402674675
-0.021570345386862755,0.0006514197448268533,0.0006023800815455616,0.016832252964377403,-0.006057234946638346,0.03201064467430115
0.036409374326467514,0.008295038715004921,-0.011161346919834614,0.07183244079351425,0.020108263939619064,0.1524307280778885
0.002386439125984907,0.014995750971138477,-0.0004568043805193156,0.033311907202005386,0.00967823714017868,0.12514327466487885
-0.004659952595829964,0.014009068720042706,-0.006461253389716148,0.07356376945972443,0.0013366169296205044,0.11109429597854614
0.012184304185211658,0.012157823890447617,-0.017337748780846596,0.007854357361793518,-0.011883153580129147,0.07367383688688278
0.04945358633995056,0.03674290329217911,-0.032296452671289444,0.02381558157503605,0.009017333388328552,0.08644764870405197
0.03900040313601494,0.0033001399133354425,-0.03510290011763573,0.06389885395765305,0.002395084360614419,0.10174253582954407
0.0010567721910774708,0.004119961988180876,-0.0072067901492118835,0.06199514493346214,-0.015998883172869682,0.10384880006313324
-0.022450752556324005,-0.00020835538452956825,0.0030407626181840897,0.04212800785899162,0.005082780960947275,0.1550634801387787
0.00601394334807992,-0.010763143189251423,-0.014106925576925278,0.07229231297969818,0.005158161744475365,0.09383276849985123
0.018269550055265427,-0.014290158636868,-0.02596217580139637,0.07050369679927826,-0.025282887741923332,0.1378234624862671
0.040279537439346313,-0.010676351375877857,-0.020578116178512573,0.07742581516504288,0.022097226232290268,0.10647580772638321
0.007517624646425247,-0.012922180816531181,0.05220948904752731,0.018470803275704384,-0.02301754429936409,0.1518452912569046
-0.03171255812048912,-0.003993859048932791,0.053364936262369156,0.04606180638074875,-0.0022249214816838503,0.16819553077220917
0.011825918219983578,0.030301256105303764,-0.016614051535725594,0.06977339833974838,0.027780748903751373,0.09231971204280853
0.03437824174761772,0.005603475030511618,0.04001585766673088,0.06926054507493973,0.027142707258462906,0.08665075898170471
-0.011567405425012112,-0.012612182646989822,0.01835889182984829,0.01713855192065239,0.0022298204712569714,0.14044669270515442
-0.0015461668372154236,-0.017152857035398483,0.055703308433294296,0.006607825867831707,-0.001848094747401774,0.12644809484481812
0.03543961048126221,0.017542637884616852,-0.006705269683152437,0.06137008219957352,0.035701047629117966,0.10691200941801071
0.004673172254115343,-0.012957594357430935,-0.012438037432730198,0.07069552689790726,0.0007733142119832337,0.13132935762405396
0.016106514260172844,-0.007358155213296413,9.753309859661385e-05,0.06959155946969986,-0.023424284532666206,0.12699712812900543
0.014696156606078148,-0.00458825146779418,0.0036637557204812765,0.06777705997228622,0.04496881365776062,0.0778684914112091
0.038149621337652206,0.0232221782207489,0.006688657682389021,0.012535855174064636,0.01500573568046093,0.11835791170597076
-0.032965585589408875,0.015374952927231789,0.047270599752664566,0.02155161276459694,0.004416787996888161,0.08565256744623184
0.04120970889925957,-0.001526716398075223,-0.029301412403583527,0.07495027780532837,0.01717064157128334,0.14616107940673828
0.04267091304063797,-0.010937456041574478,-0.018786698579788208,0.061977140605449677,0.004389333538711071,0.17842578887939453
-0.02295297384262085,0.012543221935629845,0.0013241216074675322,0.06127249822020531,0.02348250336945057,0.08949961513280869
0.03204909712076187,-0.05409693345427513,-0.018454452976584435,0.014114457182586193,0.007320763543248177,0.153811976313591
0.0007191644981503487,-0.01580307073891163,0.03553880751132965,0.013029320165514946,0.007184960879385471,0.13814611732959747
0.03983236849308014,-0.009320191107690334,-0.02752828039228916,0.019185105338692665,0.015205378644168377,0.1479172557592392
0.03969533368945122,-0.001997089246287942,-0.017873963341116905,-0.02342439815402031,0.004328395240008831,0.07341339439153671
-0.004123172722756863,0.005399108864367008,-0.032161325216293335,0.0065476614981889725,-0.015338147059082985,-0.028596917167305946
0.004319717176258564,0.009473495185375214,-0.041554491966962814,0.0014959833351895213,0.013275991193950176,-0.02603992633521557
-0.004850869532674551,-0.008781320415437222,-0.02193627692759037,-0.017810342833399773,0.009371187537908554,0.13650411367416382
-0.018019910901784897,-0.011281510815024376,-0.026979228481650352,0.016222666949033737,0.0035520109813660383,0.16723887622356415
-0.050478190183639526,-0.0013448502868413925,-0.010963394306600094,0.061941977590322495,-0.005406194366514683,0.16428978741168976
-0.0043249609880149364,-0.0028502345085144043,-0.017236856743693352,0.023021681234240532,0.006434256676584482,-0.0072447434067726135
-0.04833995923399925,-0.017703868448734283,0.025535523891448975,0.0366344153881073,0.005084212403744459,-0.01939859800040722
-0.050864722579717636,0.012901322916150093,0.05003039538860321,0.027957752346992493,0.004321100190281868,-0.014112044125795364
-0.007784255780279636,0.000496931083034724,-0.04657524824142456,0.028114821761846542,0.012512395158410072,-0.02246023900806904
0.0037165898829698563,-0.021976565942168236,-0.004884321708232164,0.03191032260656357,0.00872105173766613,-0.010911406017839909
0.013050840236246586,0.026119787245988846,0.05730099231004715,0.014388787560164928,0.006779877003282309,-0.0059423018246889114
0.0575668141245842,0.02381463162600994,0.060386233031749725,0.01756972447037697,-0.012327765114605427,-0.011758534237742424
-0.020086515694856644,0.0009087373036891222,0.04385172575712204,0.038934413343667984,-0.008468476124107838,-0.10079063475131989
-0.013850743882358074,-0.021919909864664078,-0.006052506621927023,0.0031168926507234573,0.007660282775759697,0.003127522999420762
0.010860013775527477,0.0277421697974205,0.05247616022825241,-0.0007657189853489399,0.021037286147475243,0.002637727651745081
0.002194418106228113,-0.007096321787685156,0.009496933780610561,-0.015546337701380253,0.015940722078084946,-0.00858729425817728
-0.006582965608686209,-0.010919148102402687,0.0900387167930603,0.012962153181433678,0.008629596792161465,0.07859272509813309
0.046824052929878235,-0.015697475522756577,-0.028582563623785973,-0.03152378275990486,0.02549009770154953,-0.00020690025121439248
